-DOCSTART- -X- -X- O
snake O O B-CHARACTER_NAME
plissken O O I-CHARACTER_NAME

what O O O
is O O O
the O O O
1988 O O B-YEAR
movie O O O
starring O O O
bruce O O B-ACTOR
willis O O I-ACTOR
where O O O
he O O O
plays O O O
nypd O O B-PLOT
officer O O I-PLOT
john O O B-CHARACTER_NAME
mcclane O O I-CHARACTER_NAME

i O O O
am O O O
thinking O O O
about O O O
a O O O
classic O O B-GENRE
film O O O
starring O O O
jimmy O O B-ACTOR
stewart O O I-ACTOR
as O O O
a O O O
wholesome O O B-PLOT
young O O I-PLOT
man O O I-PLOT
who O O I-PLOT
gets O O I-PLOT
involved O O I-PLOT
with O O I-PLOT
corrupt O O I-PLOT
politicians O O I-PLOT

often O O O
referred O O O
to O O O
as O O O
a O O O
female O O O
companion O O O
piece O O O
to O O O
the O O O
hangover O O O
this O O O
movie O O O
stars O O O
a O O B-PLOT
group O O I-PLOT
of O O I-PLOT
women O O I-PLOT
competing O O I-PLOT
to O O I-PLOT
determine O O I-PLOT
who O O I-PLOT
is O O I-PLOT
the O O I-PLOT
maid O O I-PLOT
of O O I-PLOT
honor O O I-PLOT

one O O O
of O O O
the O O O
most O O O
famous O O O
glass O O O
trophy O O O
race O O O
winners O O O
in O O O
history O O O
is O O O
the O O O
star O O O
of O O O
this O O O
epic O O B-OPINION
picture O O O

colin O O B-ACTOR
firth O O I-ACTOR
won O O O
an O O O
academy O O B-AWARD
award O O I-AWARD
for O O O
best O O B-AWARD
actor O O I-AWARD
in O O O
this O O O
movie O O O
based O O O
on O O O
a O O O
historical O O B-GENRE
drama O O I-GENRE

yasujiro O O B-DIRECTOR
ozu O O I-DIRECTOR
directs O O O
this O O O
spare O O O
emotionally O O B-OPINION
devastating O O I-OPINION
drama O O B-GENRE
about O O O
a O O B-PLOT
couple O O I-PLOT
coming O O I-PLOT
to O O I-PLOT
visit O O I-PLOT
their O O I-PLOT
children O O I-PLOT
in O O I-PLOT
japan O O I-PLOT

i O O O
m O O O
thinking O O O
of O O O
a O O O
1948 O O B-YEAR
film O O O
that O O O
stars O O O
judy O O B-ACTOR
garland O O I-ACTOR
and O O O
fred O O B-ACTOR
astaire O O I-ACTOR
as O O O
a O O B-PLOT
dancing O O I-PLOT
team O O I-PLOT
who O O I-PLOT
drift O O I-PLOT
apart O O I-PLOT
and O O I-PLOT
find O O I-PLOT
new O O I-PLOT
partners O O I-PLOT

have O O O
you O O O
seen O O O
that O O O
movie O O O
about O O O
a O O O
small O O B-PLOT
town O O I-PLOT
that O O I-PLOT
is O O I-PLOT
exposed O O I-PLOT
to O O I-PLOT
a O O I-PLOT
chemical O O I-PLOT
spill O O I-PLOT
essentially O O I-PLOT
turning O O I-PLOT
them O O I-PLOT
into O O I-PLOT
zombies O O I-PLOT

what O O O
s O O O
the O O O
children O O B-GENRE
s O O O
movie O O O
that O O O
features O O O
a O O B-PLOT
family O O I-PLOT
of O O I-PLOT
four O O I-PLOT
inch O O I-PLOT
people O O I-PLOT
living O O I-PLOT
in O O I-PLOT
a O O I-PLOT
14 O O I-PLOT
year O O I-PLOT
old O O I-PLOT
boy O O I-PLOT
s O O I-PLOT
home O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
where O O O
a O O B-PLOT
boy O O I-PLOT
and O O I-PLOT
a O O I-PLOT
tiger O O I-PLOT
get O O I-PLOT
shipwrecked O O I-PLOT
and O O I-PLOT
are O O I-PLOT
stranded O O I-PLOT
on O O I-PLOT
a O O I-PLOT
boat O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
that O O O
models O O B-PLOT
hamlet O O I-PLOT
through O O I-PLOT
a O O I-PLOT
family O O I-PLOT
of O O I-PLOT
lions O O I-PLOT
in O O I-PLOT
the O O I-PLOT
african O O I-PLOT
sahara O O I-PLOT
made O O B-ORIGIN
by O O I-ORIGIN
disney O O I-ORIGIN

this O O O
movie O O O
tells O O O
the O O O
true O O O
story O O O
of O O O
a O O B-PLOT
soft O O I-PLOT
spoken O O I-PLOT
writer O O I-PLOT
as O O I-PLOT
he O O I-PLOT
completes O O I-PLOT
what O O I-PLOT
many O O I-PLOT
consider O O I-PLOT
to O O I-PLOT
be O O I-PLOT
his O O I-PLOT
greatest O O I-PLOT
work O O I-PLOT
another O O O
title O O O
for O O O
this O O O
movie O O O
might O O O
be O O O
in O O O
cold O O O
blood O O O
the O O O
name O O O
of O O O
the O O O
book O O O
the O O O
author O O O
in O O O
the O O O
movie O O O
is O O O
completing O O O
what O O O
is O O O
the O O O
name O O O
of O O O
this O O O
film O O O

i O O O
am O O O
thinking O O O
of O O O
the O O O
90 O O B-YEAR
s O O I-YEAR
era O O I-YEAR
chase O O O
movie O O O
that O O O
blew O O O
up O O O
the O O O
careers O O O
of O O O
both O O O
keanu O O B-ACTOR
reeves O O I-ACTOR
and O O O
sandra O O B-ACTOR
bullock O O I-ACTOR

what O O O
is O O O
the O O O
movie O O O
about O O O
a O O O
reindeer O O B-PLOT
at O O I-PLOT
the O O I-PLOT
north O O I-PLOT
pole O O I-PLOT
who O O I-PLOT
gets O O I-PLOT
teased O O I-PLOT
because O O I-PLOT
of O O I-PLOT
the O O I-PLOT
color O O I-PLOT
of O O I-PLOT
his O O I-PLOT
nose O O I-PLOT

what O O O
humphrey O O B-ACTOR
bogart O O I-ACTOR
film O O O
considered O O O
by O O O
many O O O
to O O O
be O O O
the O O O
best O O B-OPINION
film O O I-OPINION
ever O O I-OPINION
made O O I-OPINION
introduced O O O
us O O O
to O O O
the O O O
phrase O O O
here O O B-QUOTE
s O O I-QUOTE
looking O O I-QUOTE
at O O I-QUOTE
you O O I-QUOTE
kid O O I-QUOTE

by O O O
the O O O
time O O O
of O O O
the O O O
2006 O O B-YEAR
academy O O B-AWARD
awards O O I-AWARD
this O O O
best O O B-AWARD
documentary O O I-AWARD
winner O O I-AWARD
about O O O
an O O B-PLOT
animal O O I-PLOT
s O O I-PLOT
arctic O O I-PLOT
yearly O O I-PLOT
migration O O I-PLOT
had O O O
out O O O
grossed O O O
all O O O
5 O O O
best O O B-AWARD
picture O O I-AWARD
nominees O O O

what O O O
is O O O
the O O O
name O O O
of O O O
the O O O
movie O O O
based O O O
on O O O
a O O O
very O O B-OPINION
famous O O I-OPINION
book O O B-ORIGIN
about O O I-ORIGIN
sisters O O I-ORIGIN
living O O I-ORIGIN
in O O I-ORIGIN
the O O I-ORIGIN
1800 O O I-ORIGIN
s O O I-ORIGIN

sigourney O O B-ACTOR
weaver O O I-ACTOR
stars O O O
in O O O
this O O O
science O O B-GENRE
fiction O O I-GENRE
horror O O I-GENRE
film O O O
directed O O O
by O O O
ridley O O B-DIRECTOR
scott O O I-DIRECTOR
that O O O
spawned O O O
sequels O O B-RELATIONSHIP

what O O O
is O O O
the O O O
movie O O O
based O O O
off O O O
an O O O
animated O O B-PLOT
bear O O I-PLOT
who O O I-PLOT
has O O I-PLOT
friends O O I-PLOT
like O O I-PLOT
a O O I-PLOT
pig O O I-PLOT
and O O I-PLOT
a O O I-PLOT
tiger O O I-PLOT

what O O O
is O O O
the O O O
name O O O
of O O O
the O O O
1954 O O B-YEAR
movie O O O
directed O O O
by O O O
stanley O O B-DIRECTOR
donen O O I-DIRECTOR
focused O O O
on O O O
the O O B-PLOT
courting O O I-PLOT
of O O I-PLOT
a O O I-PLOT
group O O I-PLOT
of O O I-PLOT
females O O I-PLOT
by O O I-PLOT
a O O I-PLOT
group O O I-PLOT
of O O I-PLOT
related O O I-PLOT
males O O I-PLOT

what O O O
2011 O O B-YEAR
animated O O B-GENRE
film O O O
itself O O B-RELATIONSHIP
a O O I-RELATIONSHIP
sequel O O I-RELATIONSHIP
starred O O O
jack O O B-ACTOR
black O O I-ACTOR
as O O O
a O O O
klumsy O O O
but O O O
lovable O O O
bear O O O

this O O O
miyazaki O O B-DIRECTOR
film O O O
won O O O
an O O O
oscar O O B-AWARD
for O O I-AWARD
best O O I-AWARD
animated O O I-AWARD
feature O O I-AWARD

what O O O
is O O O
this O O O
1968 O O B-YEAR
horror O O B-GENRE
movie O O O
that O O O
sparked O O O
the O O O
zombie O O O
craze O O O

what O O O
is O O O
the O O O
movie O O O
about O O O
the O O B-PLOT
bear O O I-PLOT
who O O I-PLOT
has O O I-PLOT
friends O O I-PLOT
that O O I-PLOT
are O O I-PLOT
a O O I-PLOT
rabbit O O I-PLOT
kangaroo O O I-PLOT
and O O I-PLOT
a O O I-PLOT
tigger O O I-PLOT

i O O O
m O O O
thinking O O O
of O O O
a O O O
movie O O O
that O O O
involves O O O
two O O B-PLOT
hitmen O O I-PLOT
a O O I-PLOT
boxer O O I-PLOT
a O O I-PLOT
gangsters O O I-PLOT
wife O O I-PLOT
all O O I-PLOT
four O O I-PLOT
of O O I-PLOT
them O O I-PLOT
intertwine O O I-PLOT
with O O I-PLOT
each O O I-PLOT
other O O I-PLOT
throughout O O I-PLOT
various O O I-PLOT
parts O O I-PLOT
in O O I-PLOT
the O O I-PLOT
film O O I-PLOT

what O O O
is O O O
the O O O
movie O O O
featuring O O O
two O O O
women O O O
played O O O
by O O O
geena O O B-ACTOR
davis O O I-ACTOR
and O O B-PLOT
susan O O B-ACTOR
sarandon O O I-ACTOR
who O O O
take O O B-PLOT
off O O I-PLOT
in O O I-PLOT
a O O I-PLOT
thunderbird O O I-PLOT

what O O O
is O O O
the O O O
name O O O
of O O O
the O O O
movie O O O
where O O O
drew O O B-ACTOR
barrymore O O I-ACTOR
and O O O
justin O O B-ACTOR
long O O I-ACTOR
have O O B-PLOT
a O O I-PLOT
relationship O O I-PLOT
even O O I-PLOT
though O O I-PLOT
they O O I-PLOT
live O O I-PLOT
on O O I-PLOT
opposite O O I-PLOT
coasts O O I-PLOT

what O O O
s O O O
that O O O
movie O O O
about O O O
the O O O
grumpy O O B-PLOT
semi O O I-PLOT
bald O O I-PLOT
guy O O I-PLOT
that O O I-PLOT
relives O O I-PLOT
the O O I-PLOT
same O O I-PLOT
day O O I-PLOT
over O O I-PLOT
and O O I-PLOT
over O O I-PLOT

what O O O
is O O O
this O O O
1997 O O B-YEAR
masterpiece O O B-OPINION
directed O O O
by O O O
james O O B-DIRECTOR
cameron O O I-DIRECTOR
featuring O O O
a O O B-PLOT
ship O O I-PLOT
crashing O O I-PLOT
into O O I-PLOT
an O O I-PLOT
iceberg O O I-PLOT

what O O O
was O O O
the O O O
2010 O O B-YEAR
movie O O O
starring O O O
leonardo O O B-ACTOR
dicaprio O O I-ACTOR
as O O O
a O O O
police O O B-PLOT
officer O O I-PLOT
investigating O O I-PLOT
an O O I-PLOT
asylum O O I-PLOT
that O O O
was O O O
n O O O
t O O O
as O O O
it O O O
seemed O O O

what O O O
female O O B-OPINION
friendly O O I-OPINION
adult O O B-GENRE
comedy O O I-GENRE
featured O O O
a O O O
breakout O O O
role O O O
for O O O
melissa O O B-ACTOR
mccarthy O O I-ACTOR
as O O O
a O O B-PLOT
tomboy O O I-PLOT
ish O O I-PLOT
sexed O O I-PLOT
crazed O O I-PLOT
sister O O I-PLOT
of O O I-PLOT
the O O I-PLOT
groom O O I-PLOT

what O O O
s O O O
the O O O
movie O O O
based O O O
on O O O
the O O O
melville O O B-ORIGIN
novel O O I-ORIGIN
about O O O
a O O B-PLOT
monomaniacal O O I-PLOT
sea O O I-PLOT
captain O O I-PLOT
hunting O O I-PLOT
a O O I-PLOT
giant O O I-PLOT
white O O I-PLOT
whale O O I-PLOT

what O O O
ang O O B-DIRECTOR
lee O O I-DIRECTOR
film O O O
was O O O
oscar O O B-AWARD
nominated O O I-AWARD
for O O I-AWARD
best O O I-AWARD
picture O O I-AWARD
while O O O
winning O O B-AWARD
the O O I-AWARD
best O O I-AWARD
foreign O O I-AWARD
language O O I-AWARD
film O O I-AWARD
oscar O O I-AWARD

what O O O
is O O O
the O O O
movie O O O
starring O O O
christopher O O B-ACTOR
reeve O O I-ACTOR
as O O O
a O O O
playwright O O B-PLOT
who O O I-PLOT
finds O O I-PLOT
a O O I-PLOT
way O O I-PLOT
to O O I-PLOT
go O O I-PLOT
into O O I-PLOT
the O O I-PLOT
past O O I-PLOT
to O O I-PLOT
find O O I-PLOT
the O O I-PLOT
woman O O I-PLOT
he O O I-PLOT
loves O O I-PLOT

name O O O
a O O O
coen O O B-DIRECTOR
brothers O O I-DIRECTOR
movie O O O
that O O O
involves O O O
a O O B-PLOT
playwright O O I-PLOT
moving O O I-PLOT
to O O I-PLOT
california O O I-PLOT
to O O I-PLOT
work O O I-PLOT
for O O I-PLOT
movie O O I-PLOT
producers O O I-PLOT

i O O O
am O O O
thinking O O O
of O O O
the O O O
blockbuster O O B-OPINION
70 O O B-YEAR
s O O I-YEAR
film O O O
that O O O
stars O O O
sylvester O O B-ACTOR
stallone O O I-ACTOR
as O O O
a O O O
philadelphia O O B-PLOT
boxer O O I-PLOT

a O O O
1968 O O B-YEAR
movie O O O
with O O O
hal O O B-CHARACTER_NAME
9000 O O I-CHARACTER_NAME
directed O O O
by O O O
stanley O O B-DIRECTOR
kubrick O O I-DIRECTOR
and O O O
is O O O
also O O O
written O O O
by O O O
him O O O
and O O O
arthur O O O
c O O O
clarke O O O

i O O O
m O O O
thinking O O O
of O O O
a O O O
1989 O O B-YEAR
movie O O O
about O O O
a O O B-PLOT
close O O I-PLOT
circle O O I-PLOT
of O O I-PLOT
friends O O I-PLOT
starring O O O
shirley O O B-ACTOR
maclaine O O I-ACTOR
and O O O
olympia O O B-ACTOR
dukakis O O I-ACTOR

what O O O
is O O O
the O O O
french O O B-GENRE
documentary O O I-GENRE
directed O O O
by O O O
jacques O O B-DIRECTOR
yves O O I-DIRECTOR
cousteau O O I-DIRECTOR
and O O O
louis O O B-DIRECTOR
malle O O I-DIRECTOR
about O O O
exploring O O B-PLOT
the O O I-PLOT
underwater O O I-PLOT
depths O O I-PLOT
of O O I-PLOT
the O O I-PLOT
oceans O O I-PLOT

what O O O
is O O O
the O O O
shakespeare O O B-ORIGIN
movie O O O
about O O O
a O O O
black O O B-PLOT
man O O I-PLOT
married O O I-PLOT
to O O I-PLOT
a O O I-PLOT
white O O I-PLOT
woman O O I-PLOT
that O O I-PLOT
he O O I-PLOT
kills O O I-PLOT

what O O O
chinese O O B-GENRE
thriller O O I-GENRE
set O O O
in O O O
the O O O
world O O O
of O O O
a O O O
hong O O O
kong O O O
triad O O O
inspired O O O
the O O O
academy O O B-AWARD
award O O I-AWARD
winning O O O
film O O O
the O O B-RELATIONSHIP
departed O O I-RELATIONSHIP

which O O O
movie O O O
by O O O
ridley O O B-DIRECTOR
scott O O I-DIRECTOR
is O O O
about O O B-PLOT
machines O O I-PLOT
who O O I-PLOT
have O O I-PLOT
come O O I-PLOT
to O O I-PLOT
believe O O I-PLOT
they O O I-PLOT
are O O I-PLOT
human O O I-PLOT

what O O O
is O O O
the O O O
2011 O O B-YEAR
movie O O O
starring O O O
ryan O O B-ACTOR
reynolds O O I-ACTOR
as O O O
a O O O
test O O B-PLOT
pilot O O I-PLOT
given O O I-PLOT
an O O I-PLOT
alien O O I-PLOT
ring O O I-PLOT

what O O O
gross O O O
early O O B-YEAR
90 O O I-YEAR
s O O O
horror O O B-GENRE
movie O O O
was O O O
directed O O O
by O O O
lord O O O
of O O O
the O O O
rings O O O
genius O O O
peter O O B-DIRECTOR
jackson O O I-DIRECTOR

what O O O
s O O O
that O O O
movie O O O
about O O O
the O O O
old O O B-PLOT
guy O O I-PLOT
who O O I-PLOT
creates O O I-PLOT
a O O I-PLOT
theme O O I-PLOT
park O O I-PLOT
about O O I-PLOT
dinosaurs O O I-PLOT
that O O I-PLOT
get O O I-PLOT
loose O O I-PLOT

this O O O
2010 O O B-YEAR
movie O O O
starring O O O
robert O O B-ACTOR
downey O O I-ACTOR
jr O O I-ACTOR
was O O O
shipped O O O
to O O O
theaters O O O
under O O O
the O O O
code O O O
name O O O
maternity O O O
day O O O

what O O O
is O O O
the O O O
name O O O
of O O O
the O O O
recent O O O
sience O O B-GENRE
fiction O O I-GENRE
horror O O I-GENRE
film O O O
with O O O
joel O O B-ACTOR
edgerton O O I-ACTOR
as O O O
the O O O
lead O O O
male O O O
role O O O

astronauts O O B-PLOT
crash O O I-PLOT
land O O I-PLOT
on O O I-PLOT
this O O I-PLOT
earth O O I-PLOT
like O O I-PLOT
planet O O I-PLOT
where O O I-PLOT
humans O O I-PLOT
are O O I-PLOT
caged O O I-PLOT
and O O I-PLOT
treated O O I-PLOT
like O O I-PLOT
zoo O O I-PLOT
animals O O I-PLOT

what O O O
is O O O
the O O O
name O O O
of O O O
the O O O
first O O O
movie O O O
made O O O
by O O O
john O O B-DIRECTOR
singleton O O I-DIRECTOR
in O O O
which O O O
ice O O B-ACTOR
cube O O I-ACTOR
and O O O
cuba O O B-ACTOR
gooding O O I-ACTOR
is O O O
starring O O O

a O O B-PLOT
girl O O I-PLOT
with O O I-PLOT
really O O I-PLOT
really O O I-PLOT
long O O I-PLOT
hair O O I-PLOT
gets O O I-PLOT
stuck O O I-PLOT
high O O I-PLOT
in O O I-PLOT
a O O I-PLOT
tower O O I-PLOT
where O O I-PLOT
a O O I-PLOT
lady O O I-PLOT
keeps O O I-PLOT
her O O I-PLOT

remade O O O
by O O O
william O O B-DIRECTOR
friedkin O O I-DIRECTOR
in O O O
1977 O O B-YEAR
as O O O
sorcerer O O B-PLOT
this O O O
1953 O O B-YEAR
thriller O O B-GENRE
depicts O O O
a O O O
group O O O
of O O B-PLOT
men O O I-PLOT
trying O O I-PLOT
to O O I-PLOT
drive O O I-PLOT
truck O O I-PLOT
load O O I-PLOT
of O O I-PLOT
explosives O O I-PLOT
across O O I-PLOT
dangerous O O I-PLOT
terrain O O I-PLOT

i O O O
need O O O
the O O O
name O O O
of O O O
the O O O
shakespeare O O B-ORIGIN
movie O O O
about O O O
the O O O
guy O O B-PLOT
who O O I-PLOT
says O O I-PLOT
to O O B-QUOTE
be O O I-QUOTE
or O O I-QUOTE
not O O I-QUOTE
to O O I-QUOTE
be O O I-QUOTE

louis O O B-ACTOR
armstrong O O I-ACTOR
was O O O
only O O O
on O O O
set O O O
for O O O
a O O O
half O O O
day O O O
and O O O
did O O O
his O O O
shots O O O
in O O O
one O O O
take O O O
in O O O
this O O O
barbra O O B-ACTOR
streisand O O I-ACTOR
musical O O B-GENRE

bruce O O B-ACTOR
willis O O I-ACTOR
starred O O O
in O O O
this O O O
80 O O B-YEAR
s O O I-YEAR
action O O B-GENRE
film O O O
about O O O
a O O B-PLOT
man O O I-PLOT
in O O I-PLOT
the O O I-PLOT
wrong O O I-PLOT
place O O I-PLOT
at O O I-PLOT
the O O I-PLOT
wrong O O I-PLOT
time O O I-PLOT

i O O O
m O O O
thinking O O O
of O O O
a O O O
film O O O
that O O O
features O O O
a O O B-PLOT
down O O I-PLOT
and O O I-PLOT
out O O I-PLOT
actor O O I-PLOT
that O O I-PLOT
goes O O I-PLOT
in O O I-PLOT
drag O O I-PLOT
for O O I-PLOT
the O O I-PLOT
ultimate O O I-PLOT
role O O I-PLOT
a O O I-PLOT
leading O O I-PLOT
woman O O I-PLOT
on O O I-PLOT
a O O I-PLOT
soap O O I-PLOT
opera O O I-PLOT

what O O O
is O O O
the O O O
2010 O O B-YEAR
childrens O O B-GENRE
film O O O
based O O B-ORIGIN
on O O I-ORIGIN
a O O I-ORIGIN
beloved O O I-ORIGIN
book O O I-ORIGIN
about O O B-PLOT
two O O I-PLOT
sisters O O I-PLOT
growing O O I-PLOT
up O O I-PLOT
and O O I-PLOT
dealing O O I-PLOT
with O O I-PLOT
each O O I-PLOT
other O O I-PLOT

name O O O
the O O O
pixar O O B-GENRE
animation O O I-GENRE
film O O O
about O O O
a O O O
robot O O B-PLOT
that O O I-PLOT
ends O O I-PLOT
up O O I-PLOT
saving O O I-PLOT
the O O I-PLOT
human O O I-PLOT
race O O I-PLOT
and O O I-PLOT
earth O O I-PLOT
in O O I-PLOT
the O O I-PLOT
future O O I-PLOT

a O O B-PLOT
cop O O I-PLOT
gets O O I-PLOT
stuck O O I-PLOT
crawling O O I-PLOT
around O O I-PLOT
in O O I-PLOT
a O O I-PLOT
building O O I-PLOT
trying O O I-PLOT
to O O I-PLOT
take O O I-PLOT
down O O I-PLOT
some O O I-PLOT
terrorists O O I-PLOT

i O O O
am O O O
thinking O O O
of O O O
a O O O
classic O O B-OPINION
film O O O
that O O O
tells O O O
the O O B-PLOT
story O O I-PLOT
of O O I-PLOT
an O O I-PLOT
alien O O I-PLOT
who O O I-PLOT
comes O O I-PLOT
to O O I-PLOT
earth O O I-PLOT
with O O I-PLOT
a O O I-PLOT
giant O O I-PLOT
metal O O I-PLOT
robot O O I-PLOT
his O O I-PLOT
mission O O I-PLOT
is O O I-PLOT
to O O I-PLOT
issue O O I-PLOT
the O O I-PLOT
people O O I-PLOT
of O O I-PLOT
earth O O I-PLOT
an O O I-PLOT
ultimatum O O I-PLOT

this O O O
love O O B-GENRE
story O O I-GENRE
movie O O O
beat O O O
saving O O O
private O O O
ryan O O O
for O O O
best O O B-AWARD
picture O O I-AWARD
in O O O
the O O O
late O O O
nineties O O B-YEAR

what O O O
is O O O
the O O O
name O O O
of O O O
the O O O
movie O O O
involving O O O
the O O B-PLOT
man O O I-PLOT
of O O I-PLOT
steal O O I-PLOT
and O O I-PLOT
his O O I-PLOT
great O O I-PLOT
love O O I-PLOT
lois O O B-CHARACTER_NAME

wes O O B-DIRECTOR
anderson O O I-DIRECTOR
directed O O O
this O O O
animated O O B-GENRE
adaption O O B-ORIGIN
of O O I-ORIGIN
roald O O I-ORIGIN
dahl O O I-ORIGIN
s O O I-ORIGIN
story O O I-ORIGIN
featuring O O O
the O O O
voices O O O
of O O O
george O O B-ACTOR
clooney O O I-ACTOR
and O O O
meryl O O B-ACTOR
streep O O I-ACTOR

what O O O
is O O O
the O O O
2012 O O B-YEAR
american O O B-GENRE
war O O I-GENRE
film O O I-GENRE
starring O O O
chris O O B-ACTOR
hemsworth O O I-ACTOR
and O O O
directed O O O
by O O O
dan O O B-DIRECTOR
bradley O O I-DIRECTOR

i O O O
m O O O
thinking O O O
of O O O
a O O O
2010 O O B-YEAR
movie O O O
starring O O O
danny O O B-ACTOR
trejo O O I-ACTOR
as O O O
an O O O
ex O O B-PLOT
federale O O I-PLOT
who O O I-PLOT
seek O O I-PLOT
revenge O O I-PLOT
on O O I-PLOT
the O O I-PLOT
man O O I-PLOT
who O O I-PLOT
hired O O I-PLOT
him O O I-PLOT
to O O I-PLOT
assassinate O O I-PLOT
an O O I-PLOT
important O O I-PLOT
government O O I-PLOT
official O O I-PLOT

what O O O
was O O O
the O O O
movie O O O
about O O O
a O O O
serial O O B-PLOT
killer O O I-PLOT
who O O I-PLOT
invaded O O I-PLOT
the O O I-PLOT
dreams O O I-PLOT
of O O I-PLOT
local O O I-PLOT
teenagers O O I-PLOT

i O O O
am O O O
thinking O O O
of O O O
a O O O
classic O O B-GENRE
film O O I-GENRE
starring O O O
natalie O O B-ACTOR
wood O O I-ACTOR
and O O O
rita O O B-ACTOR
moreno O O I-ACTOR
that O O O
is O O O
based O O O
on O O O
a O O O
famous O O O
broadway O O O
musical O O O

movie O O O
that O O O
takes O O B-PLOT
place O O I-PLOT
in O O I-PLOT
the O O I-PLOT
city O O I-PLOT
of O O I-PLOT
lights O O I-PLOT
starring O O O
owen O O B-ACTOR
wilson O O I-ACTOR
and O O O
a O O O
blonde O O O
girl O O O

what O O O
is O O O
the O O O
musical O O B-GENRE
starring O O O
barbara O O B-ACTOR
streisand O O I-ACTOR
who O O O
plays O O O
the O O B-PLOT
1920 O O I-PLOT
s O O I-PLOT
broadway O O I-PLOT
star O O I-PLOT
fanny O O B-CHARACTER_NAME
brice O O I-CHARACTER_NAME

which O O O
film O O O
tells O O O
the O O O
story O O B-PLOT
of O O I-PLOT
a O O I-PLOT
preteen O O I-PLOT
who O O I-PLOT
s O O I-PLOT
life O O I-PLOT
is O O I-PLOT
changed O O I-PLOT
after O O I-PLOT
befriending O O I-PLOT
the O O I-PLOT
new O O I-PLOT
girl O O I-PLOT
at O O I-PLOT
school O O I-PLOT

how O O O
many O O O
movies O O O
was O O O
tom O O B-ACTOR
hanks O O I-ACTOR
in O O O
by O O O
the O O O
time O O O
this O O O
movie O O O
was O O O
made O O O
to O O O
date O O O

what O O O
is O O O
the O O O
1998 O O B-YEAR
movie O O O
starring O O O
jeff O O B-ACTOR
bridges O O I-ACTOR
and O O O
john O O B-ACTOR
goodman O O I-ACTOR
about O O O
the O O B-PLOT
dude O O I-PLOT
who O O I-PLOT
is O O I-PLOT
mistaken O O I-PLOT
for O O I-PLOT
a O O I-PLOT
millionaire O O I-PLOT
and O O I-PLOT
seeks O O I-PLOT
restitution O O I-PLOT
for O O I-PLOT
his O O I-PLOT
ruined O O I-PLOT
rug O O I-PLOT

jack O O B-ACTOR
nicholson O O I-ACTOR
even O O O
more O O O
crazy O O O
than O O O
usual O O O
stars O O O
in O O O
this O O O
film O O O
set O O O
in O O O
a O O O
mental O O O
institution O O O

what O O O
is O O O
the O O O
movie O O O
with O O O
nicholas O O B-ACTOR
cage O O I-ACTOR
in O O O
it O O O
that O O O
he O O B-PLOT
rides O O I-PLOT
around O O I-PLOT
on O O I-PLOT
a O O I-PLOT
motorcycle O O I-PLOT
and O O I-PLOT
gets O O I-PLOT
fire O O I-PLOT
on O O I-PLOT
his O O I-PLOT
head O O I-PLOT
when O O I-PLOT
he O O I-PLOT
is O O I-PLOT
mad O O I-PLOT
i O O O
think O O O
it O O O
s O O O
based O O B-ORIGIN
on O O I-ORIGIN
a O O I-ORIGIN
comic O O I-ORIGIN
book O O I-ORIGIN

what O O O
is O O O
the O O O
movie O O O
that O O O
has O O O
a O O B-PLOT
baseball O O I-PLOT
coach O O I-PLOT
and O O I-PLOT
his O O I-PLOT
assistant O O I-PLOT
using O O I-PLOT
reject O O I-PLOT
baseball O O I-PLOT
players O O I-PLOT
to O O I-PLOT
